Type,Name,Valid,Air,Earth,Fire,Water,Life,Magic,Ingredient 1,,Ingredient 2,,Ingredient 3,,Ingredient 4,,Ingredient 5,,Ingredient 6,,Ingredient 7,,Ingredient 8,,Ingredient 9
util,sapling,No,0,0,0,2,2,0,,,,,,,,,,,,,,,,,
minecraft,scaffolding,Yes,2,0,0,2,12.67,0,minecraft.bamboo,6,minecraft.string,1,,,,,,,,,,,,,
minecraft,scrape_pottery_sherd,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,sculk,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,sculk_catalyst,Yes,8,32,0,0,32,64,,,,,,,,,,,,,,,,,
minecraft,sculk_sensor,Yes,0,16,0,0,16,64,,,,,,,,,,,,,,,,,
minecraft,sculk_shrieker,Yes,8,32,0,0,32,64,,,,,,,,,,,,,,,,,
minecraft,sculk_vein,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,sea_lantern,Yes,0,0,0,112,36,56,minecraft.prismarine_shard,4,minecraft.prismarine_crystals,5,,,,,,,,,,,,,
minecraft,sea_pickle,Yes,0,0,2,2,2,0,,,,,,,,,,,,,,,,,
minecraft,seagrass,Yes,0,0,0,4,4,0,util.flower,2,,,,,,,,,,,,,,,
util,seeds,No,0,2,0,2,2,0,,,,,,,,,,,,,,,,,
minecraft,sentry_armor_trim,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,shaper_armor_trim,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,sheaf_pottery_sherd,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,shears,Yes,0,32,0,0,0,0,minecraft.iron_ingot,2,,,,,,,,,,,,,,,
minecraft,shelter_pottery_sherd,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,shield,Yes,0,16,0,0,24,0,util.planks,6,minecraft.iron_ingot,1,,,,,,,,,,,,,
minecraft,short_dry_grass,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,short_grass,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,shroomlight,Yes,0,0,2,0,2,2,,,,,,,,,,,,,,,,,
minecraft,shulker_box,Yes,16,16,0,0,40,16,minecraft.shulker_shell,2,minecraft.chest,1,,,,,,,,,,,,,
minecraft,shulker_shell,Yes,8,8,0,0,4,8,,,,,,,,,,,,,,,,,
util,sign,No,0,0,0,0,8.67,0,util.planks,2,minecraft.stick,0.33,,,,,,,,,,,,,
minecraft,silence_armor_trim,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,skeleton_skull,Yes,0,0,0,0,4,4,util.head,1,,,,,,,,,,,,,,,
minecraft,skull_charge_banner_pattern,Yes,0,6,0,2,0,4,minecraft.paper,1,minecraft.wither_skeleton_skull,1,,,,,,,,,,,,,
minecraft,skull_pottery_sherd,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,slime_block,Yes,16,16,0,16,0,16,minecraft.slimeball,4,,,,,,,,,,,,,,,
minecraft,slimeball,Yes,4,4,0,4,0,4,,,,,,,,,,,,,,,,,
minecraft,small_amethyst_bud,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,small_dripleaf,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,smithing_table,Yes,0,32,0,0,16,0,minecraft.iron_ingot,2,util.planks,4,,,,,,,,,,,,,
minecraft,smoker,Yes,0,16,0,0,64,0,util.log,4,minecraft.furnace,1,,,,,,,,,,,,,
minecraft,smooth_basalt,Yes,0,0,0,0,0,0,minecraft.basalt,1,,,,,,,,,,,,,,,
minecraft,smooth_quartz_block,Yes,16,32,32,0,0,0,minecraft.quartz_block,1,,,,,,,,,,,,,,,
minecraft,smooth_quartz_slab,Yes,8,16,16,0,0,0,minecraft.smooth_quartz_block,0.5,,,,,,,,,,,,,,,
minecraft,smooth_quartz_stairs,Yes,24,48,48,0,0,0,minecraft.smooth_quartz_block,1.5,,,,,,,,,,,,,,,
minecraft,smooth_red_sandstone,Yes,0,8,0,0,0,0,minecraft.red_sandstone,1,,,,,,,,,,,,,,,
minecraft,smooth_red_sandstone_slab,Yes,0,4,0,0,0,0,minecraft.smooth_red_sandstone,0.5,,,,,,,,,,,,,,,
minecraft,smooth_red_sandstone_stairs,Yes,0,12,0,0,0,0,minecraft.smooth_red_sandstone,1.5,,,,,,,,,,,,,,,
minecraft,smooth_sandstone,Yes,0,8,0,0,0,0,minecraft.sandstone,1,,,,,,,,,,,,,,,
minecraft,smooth_sandstone_slab,Yes,0,4,0,0,0,0,minecraft.smooth_sandstone,0.5,,,,,,,,,,,,,,,
minecraft,smooth_sandstone_stairs,Yes,0,12,0,0,0,0,minecraft.smooth_sandstone,1.5,,,,,,,,,,,,,,,
minecraft,smooth_stone,Yes,0,2,0,0,0,0,util.stone,1,,,,,,,,,,,,,,,
minecraft,smooth_stone_slab,Yes,0,1,0,0,0,0,util.stone,0.5,,,,,,,,,,,,,,,
minecraft,sniffer_egg,Yes,0,0,0,2,2,2,,,,,,,,,,,,,,,,,
minecraft,snort_pottery_sherd,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,snout_armor_trim,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,snout_banner_pattern,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,snow,Yes,2,0,0,2,0,0,minecraft.snow_block,0.5,,,,,,,,,,,,,,,
minecraft,snow_block,Yes,4,0,0,4,0,0,minecraft.snowball,4,,,,,,,,,,,,,,,
minecraft,snowball,Yes,1,0,0,1,0,0,,,,,,,,,,,,,,,,,
minecraft,soul_campfire,Yes,0,2,2,0,24,2,minecraft.stick,3,minecraft.soul_sand,1,util.log,1,,,,,,,,,,,
minecraft,soul_fire,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,soul_lantern,Yes,0,20,6,0,4,2,minecraft.iron_nugget,8,minecraft.soul_torch,1,,,,,,,,,,,,,
minecraft,soul_sand,Yes,0,2,2,0,2,2,soul_sand,,,,,,,,,,,,,,,,
minecraft,soul_soil,Yes,0,2,2,0,2,2,minecraft.soul_sand,1,,,,,,,,,,,,,,,
minecraft,soul_torch,Yes,0,6,6,0,4,2,util.coal_charcoal,1,minecraft.stick,1,minecraft.soul_sand,1,,,,,,,,,,,
minecraft,spectral_arrow,Yes,18,18,16,0,2,16,minecraft.glowstone_dust,2,minecraft.arrow,0.5,,,,,,,,,,,,,
minecraft,spider_eye,Yes,0,2,0,2,4,2,,,,,,,,,,,,,,,,,
minecraft,spire_armor_trim,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,splash_potion,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,sponge,Yes,2,2,0,2,2,0,,,,,,,,,,,,,,,,,
minecraft,spore_blossom,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,spruce_boat,Yes,0,0,0,0,20,0,util.boat,1,,,,,,,,,,,,,,,
minecraft,spruce_button,Yes,0,0,0,0,4,0,util.planks,1,,,,,,,,,,,,,,,
minecraft,spruce_chest_boat,Yes,0,0,0,0,52,0,util.chest_boat,1,,,,,,,,,,,,,,,
minecraft,spruce_door,Yes,0,0,0,0,8,0,util.wooden_door,1,,,,,,,,,,,,,,,
minecraft,spruce_fence,Yes,0,0,0,0,8.33,0,util.fence,1,,,,,,,,,,,,,,,
minecraft,spruce_fence_gate,Yes,0,0,0,0,16,0,util.fence_gate,1,,,,,,,,,,,,,,,
minecraft,spruce_hanging_sign,Yes,0,7,0,0,16,0,util.hanging_sign,1,,,,,,,,,,,,,,,
minecraft,spruce_leaves,Yes,2,0,0,1,2,0,util.leaves,1,,,,,,,,,,,,,,,
minecraft,spruce_log,Yes,0,0,0,0,16,0,util.log,1,,,,,,,,,,,,,,,
minecraft,spruce_planks,Yes,0,0,0,0,4,0,util.planks,1,,,,,,,,,,,,,,,
minecraft,spruce_pressure_plate,Yes,0,0,0,0,8,0,util.wooden_pressure_plate,1,,,,,,,,,,,,,,,
minecraft,spruce_sapling,Yes,0,0,0,2,2,0,util.sapling,1,,,,,,,,,,,,,,,
minecraft,spruce_sign,Yes,0,0,0,0,8.67,0,util.sign,1,,,,,,,,,,,,,,,
minecraft,spruce_slab,Yes,0,0,0,0,2,0,util.wooden_slab,1,,,,,,,,,,,,,,,
minecraft,spruce_stairs,Yes,0,0,0,0,6,0,util.wooden_stairs,1,,,,,,,,,,,,,,,
minecraft,spruce_trapdoor,Yes,0,0,0,0,12,0,util.wooden_trapdoor,1,,,,,,,,,,,,,,,
minecraft,spruce_wood,Yes,0,0,0,0,16,0,util.log,1,,,,,,,,,,,,,,,
minecraft,spyglass,Yes,4,48,0,0,0,4,minecraft.amethyst_shard,1,minecraft.copper_ingot,2,,,,,,,,,,,,,
minecraft,steak,Yes,4,2,0,0,8,0,,,,,,,,,,,,,,,,,
minecraft,stick,Yes,0,0,0,0,2,0,util.planks,0.5,,,,,,,,,,,,,,,
minecraft,sticky_piston,Yes,4,36,8,4,4,12,minecraft.slimeball,1,minecraft.piston,1,,,,,,,,,,,,,
util,stone,No,0,2,0,0,0,0,,,,,,,,,,,,,,,,,
minecraft,stone,Yes,0,2,0,0,0,0,util.stone,1,,,,,,,,,,,,,,,
minecraft,stone_axe,Yes,0,6,0,0,4,0,minecraft.stick,2,util.stone,3,,,,,,,,,,,,,
minecraft,stone_brick_slab,Yes,0,1,0,0,0,0,minecraft.stone_bricks,0.5,,,,,,,,,,,,,,,
minecraft,stone_brick_stairs,Yes,0,3,0,0,0,0,minecraft.stone_bricks,1.5,,,,,,,,,,,,,,,
minecraft,stone_brick_wall,Yes,0,2,0,0,0,0,minecraft.stone_bricks,1,,,,,,,,,,,,,,,
minecraft,stone_bricks,Yes,0,2,0,0,0,0,minecraft.stone,1,,,,,,,,,,,,,,,
minecraft,stone_button,Yes,0,2,0,0,0,0,minecraft.stone,1,,,,,,,,,,,,,,,
minecraft,stone_hoe,Yes,0,4,0,0,4,0,minecraft.stick,2,util.stone,2,,,,,,,,,,,,,
minecraft,stone_pickaxe,Yes,0,6,0,0,4,0,minecraft.stick,2,util.stone,3,,,,,,,,,,,,,
minecraft,stone_pressure_plate,Yes,0,4,0,0,0,0,minecraft.stone,2,,,,,,,,,,,,,,,
minecraft,stone_shovel,Yes,0,2,0,0,4,0,minecraft.stick,2,util.stone,1,,,,,,,,,,,,,
util,stone_slab,No,0,1,0,0,0,0,util.stone,0.5,,,,,,,,,,,,,,,
minecraft,stone_slab,Yes,0,1,0,0,0,0,minecraft.stone,0.5,,,,,,,,,,,,,,,
util,stone_stairs,No,0,3,0,0,0,0,util.stone,1.5,,,,,,,,,,,,,,,
minecraft,stone_stairs,Yes,0,2,0,0,0,0,minecraft.stone,1,,,,,,,,,,,,,,,
minecraft,stone_sword,Yes,0,4,0,0,2,0,minecraft.stick,1,util.stone,2,,,,,,,,,,,,,
minecraft,stonecutter,Yes,0,18,0,0,0,0,minecraft.iron_ingot,1,util.stone,1,,,,,,,,,,,,,
minecraft,string,Yes,2,0,0,2,2,0,,,,,,,,,,,,,,,,,
minecraft,stripped_acacia_log,Yes,0,0,0,0,16,0,minecraft.acacia_log,1,,,,,,,,,,,,,,,
minecraft,stripped_acacia_wood,Yes,0,0,0,0,16,0,minecraft.acacia_wood,1,,,,,,,,,,,,,,,
minecraft,stripped_bamboo_block,Yes,0,0,0,0,16,0,minecraft.bamboo_block,1,,,,,,,,,,,,,,,
minecraft,stripped_birch_log,Yes,0,0,0,0,16,0,minecraft.birch_log,1,,,,,,,,,,,,,,,
minecraft,stripped_birch_wood,Yes,0,0,0,0,16,0,minecraft.birch_wood,1,,,,,,,,,,,,,,,
minecraft,stripped_cherry_log,Yes,0,0,0,0,16,0,minecraft.cherry_log,1,,,,,,,,,,,,,,,
minecraft,stripped_cherry_wood,Yes,0,0,0,0,16,0,minecraft.cherry_wood,1,,,,,,,,,,,,,,,
minecraft,stripped_crimson_hyphae,Yes,0,0,0,0,16,0,util.log,1,,,,,,,,,,,,,,,
minecraft,stripped_crimson_stem,Yes,0,0,0,0,16,0,util.log,1,,,,,,,,,,,,,,,
minecraft,stripped_dark_oak_log,Yes,0,0,0,0,16,0,minecraft.dark_oak_log,1,,,,,,,,,,,,,,,
minecraft,stripped_dark_oak_wood,Yes,0,0,0,0,16,0,minecraft.dark_oak_wood,1,,,,,,,,,,,,,,,
minecraft,stripped_jungle_log,Yes,0,0,0,0,16,0,minecraft.jungle_log,1,,,,,,,,,,,,,,,
minecraft,stripped_jungle_wood,Yes,0,0,0,0,16,0,minecraft.jungle_wood,1,,,,,,,,,,,,,,,
minecraft,stripped_mangrove_log,Yes,0,0,0,0,16,0,minecraft.mangrove_log,1,,,,,,,,,,,,,,,
minecraft,stripped_mangrove_wood,Yes,0,0,0,0,16,0,minecraft.mangrove_wood,1,,,,,,,,,,,,,,,
minecraft,stripped_oak_log,Yes,0,0,0,0,16,0,minecraft.oak_log,1,,,,,,,,,,,,,,,
minecraft,stripped_oak_wood,Yes,0,0,0,0,16,0,minecraft.oak_wood,1,,,,,,,,,,,,,,,
minecraft,stripped_spruce_log,Yes,0,0,0,0,16,0,minecraft.spruce_log,1,,,,,,,,,,,,,,,
minecraft,stripped_spruce_wood,Yes,0,0,0,0,16,0,minecraft.spruce_wood,1,,,,,,,,,,,,,,,
minecraft,stripped_warped_hyphae,Yes,0,0,0,0,0,0,minecraft.warped_hyphae,1,,,,,,,,,,,,,,,
minecraft,stripped_warped_stem,Yes,0,0,0,0,16,0,minecraft.warped_stem,1,,,,,,,,,,,,,,,
minecraft,structure_block,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,structure_void,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,sugar,Yes,0,0,0,4,4,0,minecraft.sugar_cane,1,,,,,,,,,,,,,,,
minecraft,sugar_cane,Yes,0,0,0,4,4,0,,,,,,,,,,,,,,,,,
minecraft,sunflower,Yes,0,0,0,4,4,0,util.flower,2,,,,,,,,,,,,,,,
minecraft,suspicious_gravel,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,suspicious_sand,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,suspicious_stew,Yes,0,4,0,2,18,0,util.mushroom,2,minecraft.bowl,1,util.flower,1,,,,,,,,,,,
minecraft,sweet_berries,Yes,0,1,0,2,2,0,,,,,,,,,,,,,,,,,
minecraft,sweet_berry_bush,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,tadpole_bucket,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,tall_dry_grass,Yes,0,0,0,4,4,0,util.flower,2,,,,,,,,,,,,,,,
minecraft,tall_grass,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,tall_seagrass,Yes,0,0,0,4,4,0,util.flower,2,,,,,,,,,,,,,,,
minecraft,target,Yes,36,68,32,36,36,32,minecraft.redstone_dust,4,minecraft.hay_bale,1,,,,,,,,,,,,,
minecraft,terracotta,Yes,0,0,0,0,0,0,minecraft.terracotta,1,,,,,,,,,,,,,,,
minecraft,test_block,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,test_instance_block,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,thing_banner_pattern,Yes,2,262,0,4,2,32,minecraft.paper,1,minecraft.enchanted_golden_apple,1,,,,,,,,,,,,,
minecraft,tide_armor_trim,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,tinted_glass,Yes,16,66,0,0,0,16,minecraft.amethyst_shard,4,minecraft.glass,1,,,,,,,,,,,,,
minecraft,tipped_arrow,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,tnt,Yes,20,48,40,0,0,0,minecraft.gunpowder,5,util.sand,4,,,,,,,,,,,,,
minecraft,tnt_minecart,Yes,20,128,40,0,0,0,minecraft.minecart,1,minecraft.tnt,1,,,,,,,,,,,,,
minecraft,torch,Yes,0,4,4,0,2,0,util.coal_charcoal,1,minecraft.stick,1,,,,,,,,,,,,,
minecraft,torchflower,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,torchflower_crop,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,torchflower_seeds,Yes,0,2,0,2,2,0,util.seeds,1,,,,,,,,,,,,,,,
minecraft,totem_of_undying,Yes,8,8,8,8,32,32,,,,,,,,,,,,,,,,,
minecraft,trapped_chest,Yes,0,16,0,0,38,0,minecraft.tripwire_hook,1,minecraft.chest,1,,,,,,,,,,,,,
minecraft,trial_spawner,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,trident,Yes,16,0,0,16,0,32,,,,,,,,,,,,,,,,,
minecraft,tripwire,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,tripwire_hook,Yes,0,16,0,0,6,0,minecraft.iron_ingot,1,minecraft.stick,1,util.planks,1,,,,,,,,,,,
minecraft,tropical_fish,Yes,0,0,0,2,2,0,,,,,,,,,,,,,,,,,
minecraft,tropical_fish_bucket,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,tube_coral,Yes,0,0,0,0,0,0,util.coral,,,,,,,,,,,,,,,,
minecraft,tube_coral_block,Yes,0,0,0,0,0,0,util.coral_block,,,,,,,,,,,,,,,,
minecraft,tube_coral_fan,Yes,0,0,0,0,0,0,util.coral_fan,,,,,,,,,,,,,,,,
minecraft,tuff,Yes,0,2,0,0,0,0,util.stone,1,,,,,,,,,,,,,,,
minecraft,tuff_brick_slab,Yes,0,1,0,0,0,0,minecraft.tuff_bricks,0.5,,,,,,,,,,,,,,,
minecraft,tuff_brick_stairs,Yes,0,3,0,0,0,0,minecraft.tuff_bricks,1.5,,,,,,,,,,,,,,,
minecraft,tuff_brick_wall,Yes,0,2,0,0,0,0,minecraft.tuff_bricks,1,,,,,,,,,,,,,,,
minecraft,tuff_bricks,Yes,0,2,0,0,0,0,minecraft.tuff,1,,,,,,,,,,,,,,,
minecraft,tuff_slab,Yes,0,1,0,0,0,0,minecraft.tuff,0.5,,,,,,,,,,,,,,,
minecraft,tuff_stairs,Yes,0,3,0,0,0,0,minecraft.tuff,1.5,,,,,,,,,,,,,,,
minecraft,tuff_wall,Yes,0,2,0,0,0,0,minecraft.tuff,1,,,,,,,,,,,,,,,
minecraft,turtle_egg,Yes,0,0,0,2,2,0,,,,,,,,,,,,,,,,,
minecraft,turtle_scute,Yes,0,2,0,4,4,0,,,,,,,,,,,,,,,,,
minecraft,turtle_shell,Yes,0,4,0,8,4,0,,,,,,,,,,,,,,,,,
minecraft,twisting_vines,Yes,0,0,0,1,2,0,minecraft.vines,1,,,,,,,,,,,,,,,
minecraft,vault,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,verdant_froglight,Yes,0,4,8,4,4,8,minecraft.ochre_froglight,1,,,,,,,,,,,,,,,
minecraft,vex_armor_trim,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,vines,Yes,0,0,0,1,2,0,vines,1,,,,,,,,,,,,,,,
minecraft,ward_armor_trim,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,warped_button,Yes,0,0,0,0,16,0,util.log,1,,,,,,,,,,,,,,,
minecraft,warped_door,Yes,0,0,0,0,8,0,util.wooden_door,1,,,,,,,,,,,,,,,
minecraft,warped_fence,Yes,0,0,0,0,8.33,0,util.fence,1,,,,,,,,,,,,,,,
minecraft,warped_fence_gate,Yes,0,0,0,0,16,0,util.fence_gate,1,,,,,,,,,,,,,,,
minecraft,warped_fungus,Yes,0,2,0,0,2,0,util.mushroom,1,,,,,,,,,,,,,,,
minecraft,warped_fungus_on_a_stick,Yes,4,2,0,4,12,0,minecraft.fishing_rod,1,minecraft.warped_fungus,1,,,,,,,,,,,,,
minecraft,warped_hanging_sign,Yes,0,7,0,0,16,0,util.hanging_sign,1,,,,,,,,,,,,,,,
minecraft,warped_hyphae,Yes,0,0,0,0,0,0,util.log,,,,,,,,,,,,,,,,
minecraft,warped_nylium,Yes,0,3,0,0,3,0,minecraft.mycelium,1,,,,,,,,,,,,,,,
minecraft,warped_planks,Yes,0,0,0,0,4,0,util.planks,1,,,,,,,,,,,,,,,
minecraft,warped_pressure_plate,Yes,0,0,0,0,8,0,util.wooden_pressure_plate,1,,,,,,,,,,,,,,,
minecraft,warped_roots,Yes,0,0,0,2,2,0,util.flower,1,,,,,,,,,,,,,,,
minecraft,warped_sign,Yes,0,0,0,0,8.67,0,util.sign,1,,,,,,,,,,,,,,,
minecraft,warped_slab,Yes,0,0,0,0,2,0,util.wooden_slab,1,,,,,,,,,,,,,,,
minecraft,warped_stairs,Yes,0,0,0,0,8,0,util.wooden_door,1,,,,,,,,,,,,,,,
minecraft,warped_stem,Yes,0,0,0,0,16,0,util.log,1,,,,,,,,,,,,,,,
minecraft,warped_trapdoor,Yes,0,0,0,0,12,0,util.wooden_trapdoor,1,,,,,,,,,,,,,,,
minecraft,warped_wart_block,Yes,0,18,0,0,18,0,util.mushroom,9,,,,,,,,,,,,,,,
util,water,No,0,0,0,2,0,0,,,,,,,,,,,,,,,,,
minecraft,water,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,water_bucket,Yes,0,48,0,2,0,0,minecraft.bucket,1,util.water,1,,,,,,,,,,,,,
minecraft,waxed_block_of_copper,Yes,4,146,0,4,2,0,minecraft.copper_block,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_chiseled_copper,Yes,4,146,0,4,2,0,minecraft.chiseled_copper,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_copper_bulb,Yes,8,450,16,4,6,12,minecraft.copper_bulb,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_copper_door,Yes,4,290,0,4,2,0,minecraft.copper_door,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_copper_grate,Yes,4,146,0,4,2,0,minecraft.copper_grate,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_copper_trapdoor,Yes,4,434,0,4,2,0,minecraft.copper_trapdoor,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_cut_copper,Yes,4,146,0,4,2,0,minecraft.cut_copper,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_cut_copper_slab,Yes,4,74,0,4,2,0,minecraft.cut_copper_slab,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_cut_copper_stairs,Yes,4,218,0,4,2,0,minecraft.cut_copper_stairs,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_exposed_chiseled_copper,Yes,4,146,0,4,2,0,minecraft.exposed_chiseled_copper,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_exposed_copper,Yes,4,146,0,4,2,0,minecraft.exposed_copper,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_exposed_copper_bulb,Yes,8,450,16,4,6,12,minecraft.exposed_copper_bulb,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_exposed_copper_door,Yes,4,290,0,4,2,0,minecraft.exposed_copper_door,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_exposed_copper_grate,Yes,4,146,0,4,2,0,minecraft.exposed_copper_grate,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_exposed_copper_trapdoor,Yes,4,434,0,4,2,0,minecraft.exposed_copper_trapdoor,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_exposed_cut_copper,Yes,4,146,0,4,2,0,minecraft.exposed_cut_copper,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_exposed_cut_copper_slab,Yes,4,74,0,4,2,0,minecraft.exposed_cut_copper_slab,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_exposed_cut_copper_stairs,Yes,4,218,0,4,2,0,minecraft.exposed_cut_copper_stairs,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_oxidized_chiseled_copper,Yes,4,146,0,4,2,0,minecraft.oxidized_chiseled_copper,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_oxidized_copper,Yes,4,146,0,4,2,0,minecraft.oxidized_copper,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_oxidized_copper_bulb,Yes,8,450,16,4,6,12,minecraft.oxidized_copper_bulb,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_oxidized_copper_door,Yes,4,290,0,4,2,0,minecraft.oxidized_copper_door,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_oxidized_copper_grate,Yes,4,146,0,4,2,0,minecraft.oxidized_copper_grate,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_oxidized_copper_trapdoor,Yes,4,434,0,4,2,0,minecraft.oxidized_copper_trapdoor,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_oxidized_cut_copper,Yes,4,146,0,4,2,0,minecraft.oxidized_cut_copper,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_oxidized_cut_copper_slab,Yes,4,74,0,4,2,0,minecraft.oxidized_cut_copper_slab,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_oxidized_cut_copper_stairs,Yes,4,218,0,4,2,0,minecraft.oxidized_cut_copper_stairs,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_weathered_chiseled_copper,Yes,4,146,0,4,2,0,minecraft.weathered_chiseled_copper,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_weathered_copper,Yes,4,146,0,4,2,0,minecraft.weathered_copper,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_weathered_copper_bulb,Yes,8,450,16,4,6,12,minecraft.weathered_copper_bulb,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_weathered_copper_door,Yes,4,290,0,4,2,0,minecraft.weathered_copper_door,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_weathered_copper_grate,Yes,4,146,0,4,2,0,minecraft.weathered_copper_grate,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_weathered_copper_trapdoor,Yes,4,434,0,4,2,0,minecraft.weathered_copper_trapdoor,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_weathered_cut_copper,Yes,4,146,0,4,2,0,minecraft.weathered_cut_copper,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_weathered_cut_copper_slab,Yes,4,74,0,4,2,0,minecraft.weathered_cut_copper_slab,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,waxed_weathered_cut_copper_stairs,Yes,4,218,0,4,2,0,minecraft.weathered_cut_copper_stairs,1,minecraft.honeycomb,1,,,,,,,,,,,,,
minecraft,wayfinder_armor_trim,No,-,-,-,-,-,-,,,,,,,,,,,,,,,,,
minecraft,weathered_chiseled_copper,Yes,0,144,0,0,0,0,minecraft.chiseled_copper,1,,,,,,,,,,,,,,,
minecraft,weathered_copper,Yes,0,144,0,0,0,0,minecraft.copper_block,1,,,,,,,,,,,,,,,
minecraft,weathered_copper_bulb,Yes,4,448,16,0,4,12,minecraft.copper_bulb,1,,,,,,,,,,,,,,,
